ID	Author	Alternative.Name	Origin	Title	Sigla	Universal.Incipit	Manuscript	Foliation	fol1	fol2	Scribe	Date	Date_alt	Note	Translator	Translation.From	Translation.To	Edition1	EditionLink1	Edition2	EditionLink2	Edition3	EditionLink3	Edition4	EditionLink4	Edition5	EditionLink5	Edition6	EditionLink6	Edition7	EditionLink7	Edition8	EditionLink8	Edition9	EditionLink9	Edition10	EditionLink10	Edition11	EditionLink11	Edition12	EditionLink12	Literature	Notes	Manuscript.Catalogue	Manuscript.Catalogue.Link	Manuscript.DigitalCopy	Manuscript.Facsimile	IIIF	IsExported	Manuscript.GPS	GRID	WikiData	GND	Author.Wikidata	Translator.Wikidata
589	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Paris, Bibliothèque nationale de France, MS Lat. 7366	87r-90r	87r	90r		14th cent.						There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 347	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n353/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc66576b	https://gallica.bnf.fr/ark:/12148/btv1b9067095m	https://gallica.bnf.fr/iiif/ark:/12148/btv1b9067095m/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q8747	
590	Euclid		fl. 300 B.C.	De visu (version 6), edited by Witelo (?), fl. 1270.	79/J	“Supponatur ab oculo eductas lineas rectas ferri spatio ..” Prop I: “Nullum visorum simul totum videtur. Alia translatio: In eodem instanti non videri plura. Esto visum AC oculus vero B dico ergo quod non simul comprehendetur a visu AD ...”	Paris, Bibliothèque nationale de France, MS Lat. 7366	90v-97v	90v	97v		14th cent.																															Yet another version of Euclid’s De visu. Like that of Aimar, it has (nearly) the same incipit and enunciations as version 1, but the demonstrations contain very significant variations. The explicit of the Vatican MS assigns the work to Witelo, and Theisen has argued for Witelo’s editorship : on stylistic grounds as well. All six of these MSS contain alternative enunciations taken from Euclid’s De radiis visualibus (79C).	Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 347	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n353/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc66576b	https://gallica.bnf.fr/ark:/12148/btv1b9067095m	https://gallica.bnf.fr/iiif/ark:/12148/btv1b9067095m/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q8747	
591	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Paris, Bibliothèque nationale de France, MS Lat. 7368	108v-118v	108v	118v		15th cent.						There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 347	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n353/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc66578t	https://gallica.bnf.fr/ark:/12148/btv1b9076912d	https://gallica.bnf.fr/iiif/ark:/12148/btv1b9076912d/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q8747	
596	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Paris, Bibliothèque nationale de France, MS Lat. 7378A	20r-22v	20r	22v		14th cent.						There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 349-350	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n355/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc665931	https://gallica.bnf.fr/ark:/12148/btv1b525016914	https://gallica.bnf.fr/iiif/ark:/12148/btv1b525016914/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q8747	
597	Euclid		fl. 300 B.C.	De visu (version 1)	79/E	Ponatur ab oculo eductas rectas lineas ferri spatio ...” Prop. I: “Nullum visorum simul videtur totum. Esto autem : visum quidem AD oculus vero B a quo incidant visus BA BG BK BD ...	Paris, Bibliothèque nationale de France, MS Lat. 7378A	22v-27v	22v	27v		14th cent.						Euclidis opera omnia, ed. Heiberg and Menge, vol. 7, pp. 3-121.	https://archive.org/details/euclidisoperaomn07eucluoft	W. R. Theisen, "The Medieval Tradition of Euclid's Optics", unpublished doctoral dissertation, University of Wisconsin 1972, 66–271.		H.E. Burton, “The Optics of Euclid”, Journal of the Optical Society of America 35 (1945), 357–372.																				J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 90–148; H. Weissenborn, “Zur Optik des Eukleides”, Philologus 45 (1885), 54–62; P. Riccardi, Saggio di una bibliografia Euclidea, Bologna 1887–1893; J. Hirschberg, “Die Optik der alten Griechen”, Zeitschrift für Psychologie und Physiologie der Sinnesorgane 16 (1898), 323–328; A. Lejeune, Euclide et Ptolémée, deux stades de l'optique géométrique grecque, Louvain 1948.	This translation of Euclid’s Optica from Greek to Latin was the most widely circulated of the medieval translations. The manuscript tradition of this version is exceedingly complicated, and immediately below I have listed 7 other variants having substantially the same incipit and enunciations, but differing significantly in the content and wording of the demonstrations (see Theisen for a discussion of some of these versions). Manuscripts whose designations in the above list are preceded by a dagger contain alternative enunciations for one or more of their propositions, drawn from De radits visualibus, the most popular Arabo-Latin translation of Euclid’s Optica (see 79C above). Finally, note that Heiberg was the first to publish the Latin text of De visu (or any other Latin version of Euclid’s Optica); earlier editions of Euclid’s optical works without exception substitute Theon’s recension of the Optica.	Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 349-350	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n355/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc665931	https://gallica.bnf.fr/ark:/12148/btv1b525016914	https://gallica.bnf.fr/iiif/ark:/12148/btv1b525016914/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q8747	
609	Euclid		fl. 300 B.C.	De aspectibus	79/A	Radius egreditur ab oculo super lineas equales rectas. Prop. I: “Nullum visibilium totum videtur simul. Sit itaque linea AB id quod videtur. Dico ergo quod linea AB non est possibile ...	Paris, Bibliothèque nationale de France, MS Lat. 9335	88v-92r	88v	92r		13th cent.			Gerard of Cremona?	GRE	LAT	W. R. Theisen, "The Medieval Tradition of Euclid's Optics", unpublished doctoral dissertation, University of Wisconsin 1972, 336–384; see also 321–335.																									A translation of Euclid’s Optica from Arabic to Latin. For additional bibliography on the contents of this work, see 79E, below.	Léopold Delisle, Inventaire des manuscrits latins conservés à la Bibliothèque impériale sous les nos 8823-11503 du fonds latin, Paris 1863 (Nachdruck Hildesheim 1974), 28-32	https://www.digitale-sammlungen.de/en/view/bsb10800241?page=34,38				TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q8747	Q367240
667	Euclid		fl. 300 B.C.	De radiis visualibus (Liber de fallacia visus).	79/C	“Visualis radius ab oculo super procedit lineas ...” Prop. I: “In eodem instant nulla videri plura. Cuius hec est ratio. Ponatur oculus super S cuius radius ad AB linee notas ADEUB progrediatur ...”	Seville, Biblioteca Colombina, MS 7.6.2	32(33)r-49(44)r	32(33)r	49(44)r		13th cent.						W. R. Theisen, "The Medieval Tradition of Euclid's Optics", unpublished doctoral dissertation, University of Wisconsin 1972, 403–422; see also 321–335.																									Another translation of Euclid’s Optica from Arabic to Latin. The enunciations from this version are also inserted as glosses in certain MSS of the Greco-Latin translation of Euclid’s Optica; see 79E, 79F, 79G, 791, 79], below.	AL Catalogue, p. 829-830	https://hiw.kuleuven.be/dwmc/research/al/dale/spain	https://ptolemaeus.badw.de/jordanus/ms/13160			TRUE	37.23119, 5.59344	none	Q120869223	none	Q8747	
668	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Seville, Biblioteca Colombina, MS 7.6.2	54(55)v-63(64)r	54(55)v	68(64)r		13th cent.						There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, pp. xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	AL Catalogue, p. 829-830	https://hiw.kuleuven.be/dwmc/research/al/dale/spain	https://ptolemaeus.badw.de/jordanus/ms/13160			TRUE	37.23119, 5.59345	none	Q120869224	none	Q8747	
669	Euclid		fl. 300 B.C.	De visu (version 5), edited by Aimar (also entitled De linea visuali)	79/I	“Ponatur ab oculo lineas rectas ferri spatio ...” Prop. I: “Nullum visorum simul videtur totum. In alia translatione habetur in eodem instanti non videri plura. Cuius hec est ratio. Sit visum B oculus A a quo incidant visus C D E F ad 4 diversas notulas ...”	Seville, Biblioteca Colombina, MS 7.6.2	43(44)v-54(55)r	43(44)v	54(45)r		13th cent.																															Another version of Euclid’s De visu (the Greco-Latin translation of the Optica). It has the same incipit and enunciations as version 1 (79E, above), but in place of the usual demonstrations contains glosses or paraphrases attributed to a certain Aimar, who is not otherwise known. Both MSS conclude: “Nota quod sexaginta et tria toreumata continentur in isto libro. Age Aimare gratias Deo quod hoc opus sic glosulau sub magistro Johanne de Beaumont. Explicit benigniter.” Both MSS also include alternative enunciations taken from Euclid. De raditis visualibus (79C).	AL Catalogue, p. 829-830	https://hiw.kuleuven.be/dwmc/research/al/dale/spain	https://ptolemaeus.badw.de/jordanus/ms/13160			TRUE	37.23119, 5.59346	none	Q120869225	none	Q8747	
672	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Schlagl, Stiftsbibliothek, MS 126 (824.236)	130v-150v	130v	150v		1466						There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, pp. xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	Gottfried Vielhaber und Gerlach Indra, Catalogus Codicum Plagensium (Cpl.) manuscriptorum, Linz 1918, 225	https://archive.org/details/CatalogusCodicumPlagensiumcpl.Manuscriptorum/page/n223/mode/2up				TRUE	48.636256, 13.967862	none	Q183474	2076318-9	Q8747	
675	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Toledo, Archivo y Biblioteca Capitulares de la Catedral, MS 98.22	87v-89v	87v	89v		13th-14th c.						There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, pp. xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	MIRABILE Archivio digitale della cultura medievale	https://www.mirabileweb.it/manuscript/toledo-archivo-y-biblioteca-capitulares-(olim-bibl-manuscript/119510	https://ptolemaeus.badw.de/ms/154			TRUE	39.8571603, 4.0255944	none	Q5702972	none	Q8747	
676	Euclid		fl. 300 B.C.	De visu (version 4)	79/H	“Ponatur ab oculo eductas rectas lineas ferri spatio ...” Prop. I: “Nullum visorum simul totum videtur. Verbi gratia ponatur AB recta linea in eius autem directio ponatur E oculus ...” 	Toledo, Archivo y Biblioteca Capitulares de la Catedral, MS 98.22	90r-v	90r	90v		13th-14th cent.		Fragment																														MIRABILE Archivio digitale della cultura medievale	https://www.mirabileweb.it/manuscript/toledo-archivo-y-biblioteca-capitulares-(olim-bibl-manuscript/119510	https://ptolemaeus.badw.de/ms/154			TRUE	39.8571603, 4.0255944	none	Q5702972	none	Q8747	
678	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Toruń , Książnica miejska im. Kopernika, MS Gymnasialbibl. R. 4°.2	p. 68	68	68		14th cent.		Final two props., beginning Possibile est speculum construi et in eodem apparere plures facies ...				There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, pp. xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.						TRUE	53.0131, 18.5958	none	Q16570010	none	Q8747	
679	Euclid		fl. 300 B.C.	De visu (version 6), edited by Witelo (?), fl. 1270.	79/J	“Supponatur ab oculo eductas lineas rectas ferri spatio ..” Prop I: “Nullum visorum simul totum videtur. Alia translatio: In eodem instanti non videri plura. Esto visum AC oculus vero B dico ergo quod non simul comprehendetur a visu AD ...”	Toruń , Książnica miejska im. Kopernika, MS Gymnasialbibl. R. 4°.2	pp. 3-30	3	3		14th cent.																															Yet another version of Euclid’s De visu. Like that of Aimar, it has (nearly) the same incipit and enunciations as version 1, but the demonstrations contain very significant variations. The explicit of the Vatican MS assigns the work to Witelo, and Theisen has argued for Witelo’s editorship : on stylistic grounds as well. All six of these MSS contain alternative enunciations taken from Euclid’s De radiis visualibus (79C).						TRUE	53.0131, 18.5958	none	Q16570010	none	Q8747	
696	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Vatican, Biblioteca Apostolica, MS Ottob. Lat. 1870	70v-77r	70v	77r								There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, pp. xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					Clagett (1976), Archimedes II, 60ff.; J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–53; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7, Leipzig 1895, xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide”, Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	Digital Vatican Library, Manuscripts List	https://digi.vatlib.it/mss/Ott.lat		http://digi.vatlib.it/view/MSS_Ott.lat.1870	https://digi.vatlib.it/iiif/MSS_Ott.lat.1870/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q8747	
706	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Vatican, Biblioteca Apostolica, MS Palat. Lat. 1355	148r-150v	148r	150v								There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, pp. xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	Ludwig Schuba, Die Quadriviums-Handschriften der Codices Palatini Latini in der Vatikanischen Bibliothek (Kataloge der Universitätsbibliothek Heidelberg II), Wiesbaden 1992, 33	https://digi.ub.uni-heidelberg.de/diglit/schuba1992/0067/image,thumbs		https://digi.vatlib.it/view/MSS_Pal.lat.1355	https://digi.vatlib.it/iiif/MSS_Pal.lat.1355/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q8747	
716	Euclid		fl. 300 B.C.	De radiis visualibus (Liber de fallacia visus).	79/C	“Visualis radius ab oculo super procedit lineas ...” Prop. I: “In eodem instant nulla videri plura. Cuius hec est ratio. Ponatur oculus super S cuius radius ad AB linee notas ADEUB progrediatur ...”	Vatican, Biblioteca Apostolica, MS Reg. Lat. 1253	6v-13v	6v	13v		14th cent.						W. R. Theisen, "The Medieval Tradition of Euclid's Optics", unpublished doctoral dissertation, University of Wisconsin 1972, 403–422; see also 321–335.																									Another translation of Euclid’s Optica from Arabic to Latin. The enunciations from this version are also inserted as glosses in certain MSS of the Greco-Latin translation of Euclid’s Optica; see 79E, 79F, 79G, 791, 79], below.	Digital Vatican Library, Manuscripts List	https://digi.vatlib.it/mss/Reg.lat		http://digi.vatlib.it/view/MSS_Reg.lat.1253	https://digi.vatlib.it/iiif/MSS_Reg.lat.1253/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q8747	
717	Euclid		fl. 300 B.C.	De speculis	79/D	Visum rectum esse cuius media terminos ...	Vatican, Biblioteca Apostolica, MS Reg. Lat. 1253	1r-6v	1r	6v		14th cent.						There have been many Latin editions of Euclid’s Catroptrica, but I am not aware that any contain the medieval translation. The editions are listed by Pietro Riccardi, Saggio di una bibliografia Euclidea, 5 pts. (Bologna, 1887-1893), and by Ver Eecke, pp. xxxvi-xlvii. The latter : work contains a French translation of the Greek text.	https://books.google.cz/books?id=SpIKAAAAYAAJ&printsec=frontcover&hl=pl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	P. Ver Eecke, L'Optique et la Catoptrique. Avec une introduction et des notes, Brugge 1938, pp. xxxvi–xlvii.	https://books.google.cz/books/about/L_optique_et_la_catoptrique.html?id=LtzuAAAAMAAJ&redir_esc=y																					J. L. Heiberg, Litterargeschichtliche Studien über Euklid, Leipzig 1882, 148–153; Heiberg’s Prolegomena to Euclidis Opera omnia, ed. J. L. Heiberg and H. Menge, vol. 7 (Leipzig, 1895), xliii–lv; A. Lejeune, “Les ‘Postulats’ de la Catoptrique dite d’Euclide,” Archives internationales d’histoire des sciences 2 (1949), 598–613; A. Lejeune, Recherches sur la catoptrique grecque, Brussels 1957, 112–136.	The Greek work from which De speculis was translated is now generally agreed to be a late recension of a genuine Euclidean work, possibly edited by Theon of Alexandria. In some MSS it is attributed to Jordanus de Nemore. This De speculis must be distinguished from an Arabic compilation, also translated into Latin as Euclid’s De speculis; on the latter work, see Pseudo-Euclid (80), below.	Digital Vatican Library, Manuscripts List	https://digi.vatlib.it/mss/Reg.lat		http://digi.vatlib.it/view/MSS_Reg.lat.1253	https://digi.vatlib.it/iiif/MSS_Reg.lat.1253/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q8747	
